Ecotaxa_annotation_category,Ecotaxa_annotation_hierarchy,Full_hierarchy,Rank,Type,Domain,Phylum,Class,Order,Family,Genus,Functional_group,WORMS_ID,Reference,Citation
Bacteria,living>Bacteria,,Kingdom,Living,,,,,,,,urn:lsid:marinespecies.org:taxname:6,"Margulis, L.; Schwartz, K.V. (1982). Five Kingdoms : an illustrated guide to the phyla of life on earth. Second edition. Freeman.",WoRMS(2025).Bacteria.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=6on2025-08-04
Chroococcales,living>Bacteria>Chroococcales,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Oscillatoriophycidae(Subclass)>Chroococcales(Order),Order,Living,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,,,,urn:lsid:marinespecies.org:taxname:146543,Integrated Taxonomic Information System (ITIS). ,"Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).Chroococcales.Accessedthrough:WorldRegisterofMarineSpeciesat:https://marinespecies.org/aphia.php?p=taxdetails&id=146543on2025-08-04"
Aphanothece,living>Bacteria>Chroococcales>Aphanothece,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Oscillatoriophycidae(Subclass)>Chroococcales(Order)>Microcystaceae(Family)>Aphanothece(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Aphanothece,,urn:lsid:marinespecies.org:taxname:146715,"Hällfors, G. (2004). Checklist of Baltic Sea Phytoplankton Species (including some heterotrophic protistan groups). <em>Baltic Sea Environment Proceedings.</em> No. 95: 210 pp.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).AphanotheceNägeli,1849.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146715on2025-08-04"
Cyanobacteria,living>Bacteria>Cyanobacteria,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum),Phylum,Living,Bacteria,Cyanobacteria,,,,,,urn:lsid:marinespecies.org:taxname:146537,"Margulis, L.; Schwartz, K.V. (1998). Five Kingdoms: an illustrated guide to the Phyla of life on earth. 3rd edition. Freeman: New York, NY (USA). ISBN 0-7167-3027-8. xx, 520 pp.",WoRMS(2025).Cyanobacteria.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146537on2025-08-04
Cyanophyceae,living>Bacteria>Cyanobacteria>Cyanophyceae,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class),Class,Living,Bacteria,Cyanobacteria,Cyanophyceae,,,,,urn:lsid:marinespecies.org:taxname:146542,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.",WoRMS(2025).Cyanophyceae.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146542on2025-08-04
Anabaena,living>Bacteria>Cyanobacteria>Cyanophyceae>Anabaena,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nostocophycidae(Subclass)>Nostocales(Order)>Aphanizomenonaceae(Family)>Anabaena(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaena,,urn:lsid:marinespecies.org:taxname:146585,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).AnabaenaBorydeSaint-VincentexBornet&Flahault,1886.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146585on2025-08-04"
Aphanocapsa,living>Bacteria>Cyanobacteria>Cyanophyceae>Aphanocapsa,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Oscillatoriophycidae(Subclass)>Chroococcales(Order)>Microcystaceae(Family)>Aphanocapsa(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Aphanocapsa,,urn:lsid:marinespecies.org:taxname:146562,"Nageli, C. (1849). Gattungen einzelliger Algen, physiologisch und systematisch bearbeitet. <em>Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss.</em> 10: 1-139.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).AphanocapsaC.Nägeli,1849.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146562on2025-08-04"
Limnothrix,living>Bacteria>Cyanobacteria>Cyanophyceae>Limnothrix,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Pseudanabaenales(Order)>Pseudanabaenaceae(Family)>Limnothrix(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Limnothrix,,urn:lsid:marinespecies.org:taxname:177506,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).LimnothrixMeffert,1987.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=177506on2025-08-04"
Microcystis sp,living>Bacteria>Cyanobacteria>Cyanophyceae>Microcystis sp,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Oscillatoriophycidae(Subclass)>Chroococcales(Order)>Microcystaceae(Family)>Microcystis(Genus)>Microcystis splendens(Species),Species,Living,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,,urn:lsid:marinespecies.org:taxname:614915,"Hollenberg, G. J. (1939). Some new Myxophyceae from Southern California. Bulletin of the Torrey Botanical Club, 66: 489-494.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).MicrocystissplendensHollenberg,1939.Accessedthrough:WorldRegisterofMarineSpeciesat:https://marinespecies.org/aphia.php?p=taxdetails&id=614915on2025-08-04"
Pseudanabaena,living>Bacteria>Cyanobacteria>Cyanophyceae>Pseudanabaena,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Pseudanabaenales(Order)>Pseudanabaenaceae(Family)>Pseudanabaena(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,,urn:lsid:marinespecies.org:taxname:177588,"Hällfors, G. (2004). Checklist of Baltic Sea Phytoplankton Species (including some heterotrophic protistan groups). <em>Baltic Sea Environment Proceedings.</em> No. 95: 210 pp.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).PseudanabaenaLauterborn,1915.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=177588on2025-08-04"
Raphidiopsis,living>Bacteria>Cyanobacteria>Cyanophyceae>Raphidiopsis,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nostocophycidae(Subclass)>Nostocales(Order)>Aphanizomenonaceae(Family)>Raphidiopsis(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Raphidiopsis,,urn:lsid:marinespecies.org:taxname:600861,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).RaphidiopsisF.E.Fritsch&M.F.Rich,1929.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=600861on2025-08-04"
Woronichinia,living>Bacteria>Cyanobacteria>Cyanophyceae>Woronichinia,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Synechococcophycidae(Subclass)>Synechococcales(Order)>Coelosphaeriaceae(Family)>Woronichinia(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,Woronichinia,,urn:lsid:marinespecies.org:taxname:146617,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).WoronichiniaElenkin,1933.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146617on2025-08-04"
snowella-woronichinia,living>Bacteria>Cyanobacteria>Cyanophyceae>snowella-woronichinia,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class),Class,Living,Bacteria,Cyanobacteria,Cyanophyceae,,,,,urn:lsid:marinespecies.org:taxname:146542,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.",WoRMS(2025).Cyanophyceae.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146542on2025-08-04
Oscillatoriales,living>Bacteria>Oscillatoriales,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Oscillatoriophycidae(Subclass)>Oscillatoriales(Order),Order,Living,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,,,,urn:lsid:marinespecies.org:taxname:146603,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.",WoRMS(2025).Oscillatoriales.Accessedat:https://marinespecies.org/aphia.php?p=taxdetails&id=146603on2025-08-04
Planktothrix,living>Bacteria>Oscillatoriales>Microcoleaceae>Planktothrix,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Oscillatoriophycidae(Subclass)>Oscillatoriales(Order)>Microcoleaceae(Family)>Planktothrix(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,,urn:lsid:marinespecies.org:taxname:146551,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).PlanktothrixAnagnostidis&Komárek,1988.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146551on2025-08-04"
Cyanobium,living>Bacteria>Prochlorococcaceae>Cyanobium,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Synechococcophycidae(Subclass)>Synechococcales(Order)>Prochlorococcaceae(Family)>Cyanobium(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Prochlorococcaceae,Cyanobium,,urn:lsid:marinespecies.org:taxname:573354,"Komárek J. & Hauer T. (2011): CyanoDB.cz - On-line database of cyanobacterial genera. - Word-wide electronic publication, Univ. of South Bohemia & Inst. of Botany AS CR, http://www.cyanodb.cz 

","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).CyanobiumR.Rippka&G.Cohen-Bazire,1983.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=573354on2025-08-04"
Nostocales,living>Bacteria>Proteobacteria>Cyanobacteria>Nostocales,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nostocophycidae(Subclass)>Nostocales(Order),Order,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,,,,urn:lsid:marinespecies.org:taxname:146547,Integrated Taxonomic Information System (ITIS). ,WoRMS(2025).Nostocales.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=146547on2025-08-04
Cylindrospermopsis,living>Bacteria>Proteobacteria>Cyanobacteria>Nostocales>Cylindrospermopsis,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nostocophycidae(Subclass)>Nostocales(Order)>Aphanizomenonaceae(Family)>Cylindrospermopsis(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,,urn:lsid:marinespecies.org:taxname:600859,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).CylindrospermopsisG.Seenayya&N.SubbaRaju,1972.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=600859on2025-08-04"
Aphanizomenon,living>Bacteria>Proteobacteria>Cyanobacteria>Nostocales>Nostocaceae>Aphanizomenon,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nostocophycidae(Subclass)>Nostocales(Order)>Aphanizomenonaceae(Family)>Aphanizomenon(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,,urn:lsid:marinespecies.org:taxname:160567,TMAP - Trilateral Monitoring and Assessment Program database,"Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).AphanizomenonA.MorrenexBornet&Flahault,1888.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=160567on2025-08-04"
Dolichospermum,living>Bacteria>Proteobacteria>Cyanobacteria>Nostocales>Nostocaceae>Dolichospermum,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nostocophycidae(Subclass)>Nostocales(Order)>Aphanizomenonaceae(Family)>Dolichospermum(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,,urn:lsid:marinespecies.org:taxname:578476,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).Dolichospermum(RalfsexBornet&Flahault)P.Wacklin,L.Hoffmann&J.Komárek,2009.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=578476on2025-08-04"
Romeria,living>Bacteria>Proteobacteria>Cyanobacteria>Synechococcales>Romeria,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Nodosilineales(Order)>Cymatolegaceae(Family)>Romeria(Genus),Genus,Living,Bacteria,Cyanobacteria,Cyanophyceae,Nodosilineales,Cymatolegaceae,Romeria,,urn:lsid:marinespecies.org:taxname:177595,"Hällfors, G. (2004). Checklist of Baltic Sea Phytoplankton Species (including some heterotrophic protistan groups). <em>Baltic Sea Environment Proceedings.</em> No. 95: 210 pp.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).RomeriaM.Koczwara,1932.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=177595on2025-08-04"
Stigonematales,living>Bacteria>Stigonematales,Bacteria(Kingdom)>Negibacteria(Subkingdom)>Cyanobacteria(Phylum)>Cyanophyceae(Class)>Stigonematales(Order),Order,Living,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,,,,urn:lsid:marinespecies.org:taxname:146649,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).Stigonematales.Accessedthrough:WorldRegisterofMarineSpeciesat:https://marinespecies.org/aphia.php?p=taxdetails&id=146649on2025-08-04"
Amoeba,living>Eukaryota>Amoebozoa>Lobosa>Tubulinea>Tubulinida>Amoebidae>Amoeba,Protozoa(Kingdom)>Sarcomastigota(Subkingdom)>Amoebozoa(Phylum)>Lobosa(Subphylum)>Tubulinea(Class)>Euamoebida(Order)>Amoebidae(Family)>Amoeba(Genus),Genus,Living,Protozoa,Amoebozoa,Tubulinea,Euamoebida,Amoebidae,Amoeba,,urn:lsid:marinespecies.org:taxname:605376,,"Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).AmoebaBory,1822.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=605376on2025-08-04"
Chlorophyceae,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class),Class,Living,Plantae,,Chlorophyceae,,,,,urn:lsid:marinespecies.org:taxname:802,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.",WoRMS(2025).Chlorophyceae.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=802on2025-08-04
Draparnaldia,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chaetophorales>Draparnaldia,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Chaetophorales(Order)>Chaetophoraceae(Family)>Draparnaldia(Genus),Genus,Living,Plantae,,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia,,urn:lsid:marinespecies.org:taxname:422898,"Bory de Saint Vincent, J. B. G. M. (1808). Mémoire sur le genre Draparnaldia, de la famille des Conferves (Voyez la planche 35). <em>Annales du Muséum d'Histoire Naturelle.</em> 12: 399-409.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).DraparnaldiaBorydeSaint-Vincent,1808.Accessedthrough:WorldRegisterofMarineSpeciesat:https://marinespecies.org/aphia.php?p=taxdetails&id=422898on2025-08-04"
Chlamydomonas,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Chlamydomonas,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Chlamydomonadales(Order)>Chlamydomonadaceae(Family)>Chlamydomonas(Genus),Genus,Living,Plantae,,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,,urn:lsid:marinespecies.org:taxname:178583,"Ehrenberg, C.G. (1834). Dritter Beitrag zur Erkenntniss grosser Organisation in der Richtung des kleinsten Raumes. <em>Abhandlungen der Königlichen Akademie der Wissenschaften zu Berlin.</em> 1833: 145-336, pls I-XIII [1-11].","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).ChlamydomonasEhrenberg,1833.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=178583on2025-08-04"
Chlorophyceae,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Chlorophyceae,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class),Class,Living,Plantae,,Chlorophyceae,,,,,urn:lsid:marinespecies.org:taxname:802,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.",WoRMS(2025).Chlorophyceae.Accessedat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=802on2025-08-04
Eudorina,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Eudorina,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Chlamydomonadales(Order)>Volvocaceae(Family)>Eudorina(Genus),Genus,Living,Plantae,,Chlorophyceae,Chlamydomonadales,Volvocaceae,Eudorina,,urn:lsid:marinespecies.org:taxname:390664,,"Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).EudorinaEhrenberg,1832.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=390664on2025-08-04"
Golenkinia,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Golenkinia,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Sphaeropleales(Order)>Neochloridaceae(Family)>Golenkinia(Genus),Genus,Living,Plantae,,Chlorophyceae,Sphaeropleales,Neochloridaceae,Golenkinia,,urn:lsid:marinespecies.org:taxname:164093,"Patterson, D. (2001). Platypus checklist of Protoctista","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).GolenkiniaChodat,1894.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=164093on2025-08-04"
Gonium,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Gonium,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Chlamydomonadales(Order)>Goniaceae(Family)>Gonium(Genus),Genus,Living,Plantae,,Chlorophyceae,Chlamydomonadales,Goniaceae,Gonium,,urn:lsid:marinespecies.org:taxname:577670,"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. <em>World-wide electronic publication, National University of Ireland, Galway.</em> searched on YYYY-MM-DD.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).GoniumO.F.Müller,1773.Accessedthrough:WorldRegisterofMarineSpeciesat:https://www.marinespecies.org/aphia.php?p=taxdetails&id=577670on2025-08-04"
Pandorina,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Pandorina,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Chlamydomonadales(Order),Order,Living,Plantae,,Chlorophyceae,Chlamydomonadales,,,,urn:lsid:marinespecies.org:taxname:732333,"Ruggiero, M. A.; Gordon, D. P.; Orrell, T. M.; Bailly, N.; Bourgoin, T.; Brusca, R. C.; Cavalier-Smith, T.; Guiry, M. D.; Kirk, P. M. (2015). Correction: A Higher Level Classification of All Living Organisms. <em>PLoS ONE.</em> 10(4): e0119248.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).Chlamydomonadales.Accessedthrough:WorldRegisterofMarineSpeciesat:https://marinespecies.org/aphia.php?p=taxdetails&id=732333on2025-08-04"
Colemanosphaera,living>Eukaryota>Archaeplastida>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Volvocaceae>Colemanosphaera,Plantae(Kingdom)>Viridiplantae(Subkingdom)>Chlorophyta(Phylum (Division))>Chlorophytina(Subphylum (Subdivision))>Chlorophyceae(Class)>Chlamydomonadales(Order)>Volvocaceae(Family)>Colemanosphaera(Genus),Genus,Living,Plantae,,Chlorophyceae,Chlamydomonadales,Volvocaceae,Colemanosphaera,,urn:lsid:marinespecies.org:taxname:1370542,"Nozaki, H.; Yamada, T. K.; Takahashi, F.; Matsuzaki, R.; Nakada, T. (2014). New “missing link” genus of the colonial volvocine green algae gives insights into the evolution of oogamy. <em>BMC Evolutionary Biology.</em> 14(1): 37.","Guiry,M.D.&Guiry,G.M.(2025).AlgaeBase.World-wideelectronicpublication,NationalUniversityofIreland,Galway(taxonomicinformationrepublishedfromAlgaeBasewithpermissionofM.D.Guiry).ColemanosphaeraNozaki,2014.Accessedthrough:WorldRegisterofMarineSpeciesat:https://marinespecies.org/aphia.php?p=taxdetails&id=1370542on2025-08-04"
